"CUENTA","GANACIA","TOTALCAMPANAS","PARTICIPACION"
"131,078","242,262.72",194,0.17
"131,081","637,346.77",194,0.19
"131,097","579,023.36",194,0.19
"131,098","587,001.86",194,0.15
"131,099","957,199.88",194,0.19
"131,100","358,646.24",189,0.15
"131,105","24,002.07",180,0.05
"131,109",-904.75,188,0.01
"131,126","30,523.52",193,0.08
"131,141","31,442.04",186,0.02
"131,144","388,090.49",173,0.03
"131,145","173,010.93",194,0.04
"131,148","430,634.7",194,0.07
"131,169",711.05,176,0.02
"131,180",776.95,182,0
"131,181","703,525.05",170,0.19
"131,183","482,802.15",194,0.09
"131,201","3,943.24",193,0.01
"131,210","208,799.6",183,0.09
"131,229","124,247.47",42,0.12
"131,230","242,915",194,0.15
"131,242","236,688.76",194,0.09
"131,245","101,023.55",192,0.02
"131,253","32,670.62",70,0.14
"131,264","893,109.5",194,0.1
"131,266","49,782.06",39,0.05
"131,269","2,462.42",145,0.02
"131,291","3,228.86",5,0.05
"131,300","550,823.59",194,0.16
"131,301","40,982.75",172,0.03
"131,308","1,115,434.39",194,0.19
"131,313","269,789.64",194,0.16
"131,321","204,362.84",194,0.19
"131,337","427,809.32",169,0.17
"131,340","62,859.11",150,0.03
"131,348","59,766.34",194,0.03
"131,356","48,743.81",194,0.02
"131,361","168,211.05",194,0.08
"131,371","343,562.38",194,0.08
"131,374","43,050.07",153,0
"131,375",-518.74,148,0.01
"131,386","391,073.46",173,0.07
"131,421","53,724.28",9,1
"131,440","28,130.18",173,0.01
"131,441","136,852.71",167,0.18
"131,443","1,342.71",184,0.02
"131,454","34,853.96",4,1
"131,460","12,788.71",180,0.01
"131,466","427,722.41",194,0.1
"131,482","1,482,342.58",194,0.19
"131,494","317,364.6",177,0.18
"131,508","16,583.59",160,0.01
"131,511","32,248.37",187,0.01
"131,513","637,834.03",194,0.19
"131,526","133,024.61",188,0.07
"131,536","61,822.14",185,0.03
"131,551","18,559.99",168,0.01
"131,554","665,033.24",192,0.19
"131,575","1,481,211.59",192,0.19
"131,597","8,877.79",153,0.01
"131,601","210,591.25",193,0.18
"131,604","1,363.78",163,0.02
"131,616","11,556.58",185,0.05
"131,620","276,582.14",193,0.11
"131,624","125,022.73",190,0.04
"131,628","415,293.43",180,0.18
"131,633","341,417.13",193,0.09
"131,649","75,775.98",190,0.02
"131,653","597,134.75",193,0.19
"131,662","48,763.18",171,0.07
"131,664","42,924.3",193,0.06
"131,675","208,048.18",154,0.08
"131,694","2,794.94",63,0.16
"131,705","1,168.33",154,0.01
"131,710","2,466,045.59",193,0.19
"131,715","173,000.21",71,0.07
"131,716","210,968.06",164,0.14
"131,718","459,489.92",193,0.13
"131,724","970,631.52",170,0.08
"131,731","24,895.24",2,0.02
"131,742","160,263.95",193,0.19
"131,746","1,032,126.17",187,0.17
"131,763","414,982.84",193,0.19
"131,764","267,005.02",193,0.19
"131,771","381,468.48",193,0.19
"131,778","-1,631.61",144,0.07
"131,782","78,748.21",184,0.14
"131,787",902.89,166,0.01
"131,791","86,842.4",157,0.06
"131,794","28,490.36",145,0.02
"131,806","43,309.73",6,1
"131,816","16,925.32",90,0.08
"131,822","332,608.78",193,0.19
"131,832","4,503.35",139,0.1
"131,845","14,864.87",154,0.16
"131,849","3,838.89",2,1
"131,854","28,806.89",191,0
"131,861","816,103.4",193,0.13
"131,863","128,385.92",193,0.05
"131,868","33,341.97",190,0.03
"131,878","25,360.89",153,0.16
"131,881","415,691.91",182,0.06
"131,890","150,367.87",193,0.09
"131,901","48,199.52",193,0.02
"131,906","43,200.12",170,0.01
"131,912","-1,476.08",193,0.04
"131,918","441,692.28",193,0.12
"131,921","510,802.31",182,0.18
"131,924","28,401.82",140,0.18
"131,931","63,002",164,0.18
"131,949","203,785.04",179,0.03
"131,952","544,154.71",193,0.19
"131,961","757,340.71",193,0.19
"131,964","1,763.76",144,0
"131,975","27,315.06",145,0.02
"131,980","1,973.92",188,0.01
"131,986","962,163.45",193,0.16
"132,004","103,386.66",183,0.04
"132,018","341,566.66",193,0.1
"132,020","69,641.71",186,0.03
"132,025","247,910.3",90,0.21
"132,029","9,136.07",153,0.04
"132,030","1,244.19",139,0.08
"132,041","119,563.73",193,0.19
"132,053",520.43,146,0.02
"132,078","10,028,320.94",193,0.19
"132,096","29,138.86",176,0.01
"132,103","46,926.9",154,0.06
"132,113","118,143.32",193,0.15
"132,116","17,381.28",175,0.01
"132,129","258,319.52",193,0.1
"132,133","38,813.61",166,0.07
"132,137","25,581.99",103,0.01
"132,145","8,893.23",9,0.1
"132,164","3,550,158.16",193,0.19
"132,170","25,321.97",167,0.03
"132,176","90,424.76",157,0.04
"132,186","193,744.74",193,0.08
"132,189","253,130.12",192,0.14
"132,192","629,967.58",193,0.19
"132,204","157,270.59",193,0.18
"132,206","53,447.14",189,0.01
"132,208","2,793.53",157,0.03
"132,225","50,083.81",175,0.01
"132,229","197,544.27",193,0.04
"132,257","164,193.88",192,0.04
"132,258","-2,079.23",139,0
"132,262","364,815.8",167,0.12
"132,271","68,391.71",139,0.04
"132,278","1,326,709.59",192,0.13
"132,290","146,705.73",186,0.02
"132,293","159,302.81",178,0.18
"132,297","460,584.15",188,0.15
"132,303","26,089.66",164,0.01
"132,317","52,404.38",165,0
"132,345","11,238.82",179,0.01
"132,395","300,964.04",192,0.19
"132,404","553,028.87",192,0.19
"132,406","657,125.52",192,0.12
"132,416","1,944,844.6",192,0.19
"132,420","45,397.28",178,0.02
"132,435","9,999.98",165,0.01
"132,446","-2,310.93",145,0.01
"132,460","25,907.74",167,0.04
"132,468",276.27,169,0.03
"132,473","437,427.39",192,0.19
"132,475",603.82,137,0.04
"132,490","415,693.67",192,0.19
"132,494","47,423.2",192,0.01
"132,501","307,500.72",192,0.19
"132,511","-18,314.18",172,0.01
"132,518","21,427.49",156,0.01
"132,519","106,618.75",173,0.04
"132,520","459,927.08",192,0.13
"132,525","260,223.36",181,0.16
"132,530","14,253.79",146,0.06
"132,534","353,938.13",192,0.17
"132,535","431,357.87",192,0.1
"132,538","115,445.67",172,0.16
"132,543","114,380.95",162,0.17
"132,550","22,897.04",143,0.01
"132,565","6,964.4",164,0.05
"132,580","240,734.6",192,0.02
"132,604","22,550.02",176,0.05
"132,606","42,560.3",192,0.08
"132,612","4,697.83",153,0.01
"132,616","132,915.1",191,0.14
"132,617","700,860.27",190,0.19
"132,651","249,898.24",192,0.11
"132,654","13,091.99",152,0.01
"132,662","147,584.81",154,0.16
"132,664","25,077.6",188,0.01
"132,682","95,591.82",192,0.14
"132,683","1,501.67",192,0
"132,686","466,743.57",163,0.14
"132,695","20,926.37",6,1
"132,697","8,062.47",170,0.03
"132,698","34,408.5",139,0.02
"132,707","5,640",160,0.01
"132,709","75,745.87",158,0.01
"132,721","117,122.83",155,0.01
"132,727","219,888.48",187,0.16
"132,739","3,138,451.98",192,0.19
"132,759",-954.32,173,0.01
"132,763","6,569.97",153,0.01
"132,785","969,751.82",192,0.11
"132,790","264,580.38",155,0.19
"132,813","148,656.33",167,0.17
"132,815","63,536.89",192,0.11
"132,833","76,931.51",98,0.19
"132,840","66,173.28",176,0.02
"132,858","736,555.71",192,0.19
"132,867","139,795.48",150,0.18
"132,869","94,305.64",189,0.02
"132,871","207,410.87",166,0.06
"132,885","34,037.73",144,0.18
"132,887","181,515.22",159,0.17
"132,915","1,630,386",54,0.18
"132,920","427,553.75",192,0.19
"132,923","1,162,756.22",192,0.12
"132,936","5,320.68",170,0.01
"132,937","45,058.98",168,0.03
"132,942","7,137.18",175,0.01
"132,944","-4,845.82",155,0.02
"132,963","152,459.19",192,0.1
"132,980","3,554",160,0.02
"132,987","45,079.25",155,0.09
"132,994","17,909.38",171,0.03
"132,998","219,576.79",189,0.12
"133,002","1,933.22",166,0.02
"133,006","433,184.45",185,0.18
"133,012","981,399",192,0.19
"133,019","11,192.52",140,0.17
"133,022","106,750.73",192,0.17
"133,034","189,762.95",192,0.19
"133,036","10,233.64",160,0.01
"133,058","147,948.12",156,0.03
"133,069","5,335.02",176,0
"133,072","-1,462.32",189,0
"133,076",495.47,153,0.01
"133,080","138,399.75",148,0.12
"133,090","9,876.77",166,0.02
"133,096","375,030.94",190,0.19
"133,105",306.53,173,0.04
"133,109","262,309.12",182,0.05
"133,117","208,296.63",191,0.1
"133,134","492,752.12",191,0.06
"133,146","1,128.85",168,0.01
"133,149","343,161.63",191,0.18
"133,160","238,625.51",191,0.12
"133,169","707,660.27",191,0.19
"133,170","1,378,981.83",191,0.19
"133,174","48,999.6",191,0.05
"133,194","123,735.56",155,0.12
"133,204","11,721.34",137,0.1
"133,215","466,202.08",168,0.12
"133,223","15,609.94",1,1
"133,229","335,352.56",191,0.19
"133,232","1,107.48",1,1
"133,233","4,269.45",78,0.01
"133,251","710,140.21",190,0.19
"133,274","49,971.4",175,0.02
"133,276","339,190.24",187,0.19
"133,282","13,599.59",163,0
"133,288","41,610.52",188,0.01
"133,289","617,417.74",191,0.1
"133,292","22,402.62",191,0.06
"133,296","57,873.59",168,0.05
"133,297","331,691.07",191,0.11
"133,304","300,017.87",189,0.06
"133,308","412,981.67",190,0.09
"133,309","35,034.25",147,0.13
"133,319","4,323.84",1,1
"133,325","30,289.21",152,0.15
"133,329","619,886.98",191,0.19
"133,338","24,732.83",172,0.07
"133,430","7,535.26",46,0.02
"133,435","204,125.66",158,0.17
"133,448","415,584.45",191,0.07
"133,453",60,151,0
"133,471","28,346.71",164,0.02
"133,484","2,580,172.41",191,0.19
"133,487","2,419.07",190,0.01
"133,493","160,284.85",191,0.1
"133,500","582,580.52",86,0.21
"133,504","45,723.32",184,0.06
"133,506","164,554.75",191,0.18
"133,511","4,061.14",1,1
"133,519","147,919.33",188,0.13
"133,520","1,522,099.32",191,0.18
"133,521","38,964.44",175,0.01
"133,530","3,235.76",149,0.01
"133,549","57,420.06",141,0.16
"133,550","148,690.45",151,0.03
"133,558","11,220.18",162,0.01
"133,591","76,361.05",168,0.03
"133,598","20,644.29",189,0.01
"133,600","646,410.46",189,0.19
"133,623","55,266.7",139,0.03
"133,636","272,726.75",173,0.06
"133,648","101,633.97",187,0.02
"133,652","-31,863.61",187,0.02
"133,660","-3,644.29",140,0.01
"133,672","13,479",164,0
"133,680","3,714.96",187,0
"133,684","135,972.41",139,0.03
"133,697","188,690.46",190,0.18
"133,705","36,393.73",190,0.01
"133,707","15,459.08",136,0.16
"133,734",719.32,153,0
"133,737","28,274.68",123,0
"133,741","6,369.95",161,0.02
"133,743","41,365.11",144,0.13
"133,761","17,696.29",170,0.07
"133,771","39,450.13",171,0.02
"133,777","-1,170.52",190,0.02
"133,786","6,772.27",2,1
"133,793","-2,582.48",190,0.04
"133,799",792.96,176,0
"133,816","2,342,204.76",190,0.18
"133,822","371,630.64",190,0.19
"133,829","-9,208.71",190,0.04
"133,837","25,212.96",190,0.03
"133,844","376,239.3",190,0.18
"133,861","193,172.86",190,0.07
"133,867","136,384.52",181,0.11
"133,879","1,018.17",154,0.02
"133,880","274,631.03",189,0.16
"133,897","657,034.43",190,0.19
"133,903","51,163.68",154,0.05
"133,909","7,054.9",138,0.03
"133,910","255,206.75",190,0.19
"133,916","736,307.19",190,0.19
"133,930",167,187,0
"133,932","-5,513.63",161,0.05
"133,942","888,531.18",190,0.08
"133,943","182,330.5",149,0.18
"133,950","419,432.68",190,0.06
"133,951","328,528.26",187,0.18
"133,953","759,266.57",190,0.19
"133,969","88,675.83",168,0.03
"133,976","105,078.87",182,0.03
"133,980","173,015.59",189,0.05
"133,984","204,009.66",190,0.02
"133,991","5,740.75",143,0.01
"133,994","145,099.57",152,0.04
"134,004","971,168.77",190,0.19
"134,015","-1,522.76",186,0
"134,054","435,883.89",190,0.19
"134,066","788,958.57",190,0.19
"134,075","-3,262.49",169,0.01
"134,082","297,171.43",190,0.05
"134,090","28,384.26",168,0.15
"134,094","10,831.11",188,0.05
"134,097","101,996.32",190,0.04
"134,107","9,022.54",166,0.01
"134,142","12,265.71",160,0.01
"134,149","579,453.24",190,0.07
"134,156","12,689.17",4,0.75
"134,162","52,696.76",142,0.18
"134,181","628,918.67",190,0.19
"134,201","-1,948.66",173,0
"134,206","102,521.74",13,0.14
"134,207","496,714.77",190,0.1
"134,208","8,781.41",186,0.04
"134,215","151,311.28",190,0.09
"134,219","3,917.22",159,0.01
"134,231","305,148.95",190,0.11
"134,244","26,254.67",190,0.01
"134,255","9,121.67",181,0
"134,256","19,215.07",140,0.17
"134,282","6,352.82",146,0.18
"134,284","143,572.64",190,0.13
"134,289","-2,674.06",186,0
"134,310","1,361,378.9",190,0.19
"134,321","66,421.94",12,0.13
"134,348","-17,654.31",185,0.01
"134,359","21,466.71",188,0.01
"134,364","1,456,792.57",188,0.07
"134,366","19,874.23",135,0.17
"134,367","234,655.18",186,0.12
"134,370","102,818.51",164,0.16
"134,412","40,879.72",141,0.01
"134,420","424,956.93",175,0.16
"134,445","437,339.32",189,0.18
"134,455","582,313.86",189,0.19
"134,459","352,460.94",189,0.14
"134,460","80,269.65",189,0.06
"134,473","368,077.22",189,0.18
"134,477","396,820.98",189,0.18
"134,478","115,559.91",182,0.05
"134,484",357.21,184,0.02
"134,490","2,192,110.7",189,0.19
"134,491","539,502.89",189,0.19
"134,496","558,645.1",189,0.11
"134,512","150,732.51",189,0.17
"134,531","218,067.62",189,0.15
"134,540","93,059.68",154,0.15
"134,550","98,282.56",150,0.01
"134,552","15,545.38",167,0.05
"134,553","101,347.56",189,0.02
"134,554","32,404.12",179,0.02
"134,559","14,846",171,0.01
"134,560","26,270.61",189,0.01
"134,564","57,558.67",171,0.14
"134,594","94,054.83",185,0.1
"134,604","-3,378.57",184,0.09
"134,607","218,217.51",188,0.17
"134,609","748,727.27",189,0.18
"134,619","680,513.52",189,0.19
"134,623","366,812.3",188,0.17
"134,642","668,836.67",189,0.19
"134,644","9,479.9",143,0.01
"134,646","29,118.58",189,0.03
"134,650","30,077.7",188,0.13
"134,651","472,351.51",189,0.19
"134,657","662,484.36",189,0.17
"134,665","30,439.43",141,0.13
"134,671","49,959.74",180,0.01
"134,678","283,934.86",189,0.17
"134,679","144,654",189,0.19
"134,685","628,827.44",189,0.19
"134,690","9,022.46",137,0.12
"134,729","82,933.78",189,0.01
"134,732","453,196.77",189,0.19
"134,740","19,420.3",170,0.05
"134,741","742,495.59",188,0.19
"134,746","2,502.09",141,0.01
"134,749","1,309,639.11",189,0.19
"134,758","28,166.2",189,0.03
"134,763","262,110.26",161,0.04
"134,776",523.14,1,1
"134,795","7,726.94",148,0.01
"134,823","40,821.06",149,0.07
"134,828","231,821.45",189,0.05
"134,833","6,064.64",137,0.01
"134,853","152,970.05",189,0.18
"134,856","-17,987.24",188,0.01
"134,876","10,674.21",168,0.01
"134,883","67,501.79",178,0.02
"134,888","21,942.76",146,0
"134,922","15,961.78",145,0.09
"134,927","108,015.93",153,0.01
"134,933","508,690.92",189,0.06
"134,938","238,528.97",176,0.16
"134,942","591,167.62",189,0.19
"134,947","2,552.26",189,0.03
"134,951","18,856.34",163,0
"134,954","315,221.12",168,0.06
"134,966","204,656.81",189,0.19
"134,974","2,707,719.79",189,0.19
"134,979","37,510.12",145,0.18
"134,989","253,482.19",189,0.18
"135,014","321,549.77",189,0.07
"135,020","-9,484.99",185,0.05
"135,041","5,273.17",164,0.01
"135,045","186,671.99",189,0.18
"135,055",-753.22,147,0.04
"135,064","176,157.98",189,0.15
"135,066","160,458.9",161,0.16
"135,069","457,262.46",189,0.09
"135,070","75,130.35",164,0.04
"135,074","286,124.28",189,0.09
"135,095","103,674.63",189,0.03
"135,096","70,666.86",185,0.03
"135,113","8,809.51",174,0.03
"135,119","921,888.01",188,0.08
"135,120","16,287.11",177,0.06
"135,129","50,419.9",19,0.16
"135,135","13,335.83",48,0.07
"135,153","179,712.03",163,0.11
"135,157","90,193.01",189,0.01
"135,159","413,396.61",189,0.19
"135,160","230,057.82",175,0.03
"135,169","-12,349.57",140,0.13
"135,170","195,752.53",180,0.17
"135,187","1,184,575.56",189,0.13
"135,191","48,357.72",184,0.01
"135,223","4,913.48",142,0
"135,229","4,477.95",188,0
"135,263","451,075.34",189,0.19
"135,266","10,298.89",143,0.01
"135,269","15,413.39",139,0.02
"135,272","356,273.47",189,0.09
"135,276","50,353.9",189,0.02
"135,286","777,636.5",189,0.19
"135,289","8,936.53",186,0
"135,298",451.79,136,0.02
"135,304","7,785.79",149,0.03
"135,314","266,794.91",177,0.07
"135,327","74,230.93",167,0.02
"135,331","8,166.9",189,0
"135,335","110,710.87",189,0.12
"135,337","325,700.67",152,0.19
"135,347","-1,236.87",176,0.03
"135,357","2,519.53",164,0.02
"135,369","141,869.26",188,0.18
"135,381","524,467.58",185,0.15
"135,385","51,196.02",166,0.03
"135,391","443,927.58",187,0.15
"135,411","438,065",159,0.16
"135,414","990,105.08",188,0.19
"135,436","1,730.73",150,0.01
"135,442","30,293.01",148,0.11
"135,476","1,674,716.26",188,0.19
"135,477","563,365.23",188,0.19
"135,485","210,660.26",185,0.12
"135,488","23,725.74",170,0.02
"135,494","27,698.5",165,0.05
"135,502","56,339.48",188,0.03
"135,508","143,294.28",159,0.17
"135,515","243,535.49",169,0.19
"135,522","256,713.83",188,0.11
"135,527","271,420.83",188,0.05
"135,532","118,609.98",188,0.01
"135,541","16,179.85",160,0.05
"135,543","3,013.92",143,0
"135,544","330,977.48",179,0.12
"135,549","-8,165.19",143,0.07
"135,553","1,018.83",158,0
"135,560","30,265.6",148,0.01
"135,564","32,385.71",144,0.16
"135,572","1,988.32",134,0.02
"135,573","9,933.41",179,0.09
"135,582","272,144.25",178,0.17
"135,594","198,849.8",188,0.18
"135,595","520,746.43",188,0.19
"135,601","411,965.25",188,0.1
"135,646","14,935.22",181,0.03
"135,647","28,544.42",135,0.02
"135,654","86,137.28",136,0.07
"135,663","233,357.67",181,0.05
"135,671","685,824.14",188,0.19
"135,677","13,258.75",151,0
"135,691",123.07,146,0.01
"135,707","400,439.57",188,0.17
"135,714","2,121,369.1",188,0.19
"135,715","524,581.72",188,0.19
"135,720","153,597.64",153,0.17
"135,724","166,871.36",188,0.04
"135,725","15,676.75",162,0
"135,751","5,086.71",187,0.01
"135,754","-3,881.94",171,0
"135,774","144,303.26",188,0.18
"135,800","57,863.16",166,0.03
"135,814","203,766.89",151,0.18
"135,847","-7,563.05",185,0.01
"135,861","61,341.89",171,0.08
"135,863","20,684.39",182,0.14
"135,874","458,113.87",188,0.18
"135,879","-1,315.81",174,0
"135,883","37,015.12",156,0.02
"135,886","48,059.68",149,0.07
"135,892","14,119.9",168,0
"135,899","7,649,719.03",188,0.19
"135,903","-8,294.35",188,0.02
"135,904","11,251.43",151,0
"135,913","7,013.52",135,0.01
"135,918","39,419.6",188,0.13
"135,949","20,655.93",186,0.03
"135,950","447,815.31",186,0.18
"135,954","216,081.96",116,0.17
"135,965","568,849.32",188,0.19
"135,969","10,337.23",187,0
"135,970","94,329.5",188,0.08
"135,986","15,345.22",160,0
"136,000","120,209.61",161,0.18
"136,010","464,222.85",188,0.15
"136,012","484,240.41",188,0.06
"136,018","283,053.87",167,0.18
"136,024","611,477.57",188,0.19
"136,031","9,201.4",188,0.01
"136,036","-16,778.39",186,0.04
"136,041","161,305.53",171,0.17
"136,047","184,870.97",188,0.18
"136,056","57,382.72",188,0.03
"136,059","303,804.72",188,0.15
"136,073","2,593.2",154,0
"136,076","15,241.61",182,0
"136,078","28,767.34",188,0.01
"136,081","3,928,240.63",188,0.19
"136,092","186,083.15",164,0.07
"136,105","686,356.92",188,0.12
"136,111","7,369.83",162,0.06
"136,113","311,028.88",161,0.1
"136,119","7,585.74",146,0.09
"136,121","870,206.15",186,0.18
"136,124","545,088.06",186,0.18
"136,125","438,639.35",186,0.19
"136,149","399,252.11",187,0.09
"136,164","534,761.6",187,0.18
"136,176","132,327.14",186,0.12
"136,177","2,193,860.6",187,0.19
"136,180","127,855.26",186,0.15
"136,190","450,379.8",187,0.06
"136,191","1,619.31",187,0
"136,194","44,508.88",147,0.07
"136,199","246,988.4",163,0.17
"136,203","43,048.44",182,0.15
"136,228","27,586.07",170,0.01
"136,229","22,066.33",137,0
"136,232","40,206.28",175,0.14
"136,235","31,627.57",171,0
"136,239","53,008.28",169,0.02
"136,248","456,659.03",175,0.08
"136,269","531,435.99",187,0.17
"136,283","441,250.56",180,0.18
"136,285","787,221.89",187,0.11
"136,287","508,387.45",187,0.14
"136,294","113,644.5",187,0.12
"136,298","1,980,522.4",187,0.19
"136,317","216,453.16",162,0.07
"136,325","202,200.76",170,0.17
"136,326","29,754.46",187,0.1
"136,336","496,284.49",117,0.19
"136,350","65,403.23",148,0.17
"136,352","320,999.06",187,0.19
"136,368","259,554.87",187,0.08
"136,381","610,559.72",187,0.1
"136,390","6,309.72",6,1
"136,393","102,187.76",187,0.18
"136,396","387,797.95",169,0.17
"136,407","16,325.63",166,0.08
"136,423","64,324.72",187,0.02
"136,438","373,793.92",186,0.19
"136,440","6,339.98",187,0.08
"136,444","24,038.41",187,0.09
"136,453","18,886.33",156,0.02
"136,462","51,517.8",154,0.02
"136,474","235,546.46",181,0.09
"136,479","71,786.46",15,0.93
"136,481","13,914.97",154,0.01
"136,500","258,571.56",187,0.17
"136,512","125,951.63",187,0.19
"136,513","34,878.97",187,0.02
"136,520","43,859.65",157,0.02
